Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
java,com.fairshare.service,ExpenseService,getSettlementPlanByGroup,Long Statement,The length of the statement "instruction.put("text"`getUserDisplayName(fromUserId) + " pays " + getUserDisplayName(toUserId)+ " $"+ String.format("%.2f"`amount));" is 133.,136
java,com.fairshare.service,ExpenseService,getSettlementPlanByGroup,Long Statement,The length of the statement "instructions.sort((a`b) -> Double.compare(((Number)b.get("amount")).doubleValue()`((Number)a.get("amount")).doubleValue()));" is 124.,136
java,com.fairshare.service,ExpenseService,getSettlementPlanByGroup,Magic Number,The method contains a magic number: 0.009,136
java,com.fairshare.service,ExpenseService,getSettlementPlanByGroup,Magic Number,The method contains a magic number: 0.009,136
java,com.fairshare.service,ExpenseService,getBalanceSheetData,Long Statement,The length of the statement ").sorted((a`b) -> Double.compare(((Number)b.get("netBalance")).doubleValue()`((Number)a.get("netBalance")).doubleValue())).collect(Collectors.toList());" is 152.,181
java,com.fairshare.service,ExpenseService,exportBalanceSheetCsv,Long Statement,The length of the statement "@SuppressWarnings("unchecked") List<Map<String`Object>> settlementPlan=(List<Map<String`Object>>)data.get("settlementPlan");" is 124.,236
java,com.fairshare.service,ExpenseService,mapRequestToEntity,Long Statement,The length of the statement "User payer=userRepo.findById(req.getPaidBy()).orElseThrow(() -> new RuntimeException("User not found for id: " + req.getPaidBy()));" is 131.,306
java,com.fairshare.service,ExpenseService,saveSplits,Complex Method,Cyclomatic complexity of the method is 13,335
java,com.fairshare.service,ExpenseService,saveSplits,Long Parameter List,The method has 5 parameters. ,335
java,com.fairshare.service,ExpenseService,saveSplits,Magic Number,The method contains a magic number: 100.0,335
java,com.fairshare.service,ExpenseService,saveSplits,Magic Number,The method contains a magic number: 0.0001,335
java,com.fairshare.service,ExpenseService,saveSplits,Magic Number,The method contains a magic number: 100.0,335
java,com.fairshare.service,ExpenseService,getRecentActivity,Long Statement,The length of the statement ").filter(Objects::nonNull).sorted((a`b) -> Long.compare(((Number)b.get("id")).longValue()`((Number)a.get("id")).longValue())).collect(Collectors.toList());" is 155.,459
java,com.fairshare.service,ExpenseService,calculateDirectDebts,Complex Method,Cyclomatic complexity of the method is 8,507
java,com.fairshare.service,ExpenseService,calculateDirectDebts,Magic Number,The method contains a magic number: 0.009,507
java,com.fairshare.service,ExpenseService,round2,Magic Number,The method contains a magic number: 100.0,571
java,com.fairshare.service,ExpenseService,round2,Magic Number,The method contains a magic number: 100.0,571
java,com.fairshare.service,GroupService,findMembership,Long Statement,The length of the statement "return memberRepo.findByGroupId(groupId).stream().filter(m -> m.getUser() != null && m.getUser().getId().equals(userId)).findFirst().orElse(null);" is 146.,131
java,com.fairshare.service,GroupService,generateInviteCode,Magic Number,The method contains a magic number: 8,138
